20000	1
30000	1
40000	1
50000	1
60000	1
70000	1
80000	1
90000	1
100000	1
110000	1
120000	1
130000	1
140000	1
150000	1
160000	1
170000	1
180000	1
190000	1
200000	1
210000	1
220000	1
230000	1
240000	1
250000	1
260000	1
270000	1
280000	1
290000	1
300000	1
310000	1
320000	1
330000	1
340000	1
350000	1
360000	1
370000	1
380000	1
390000	1
400000	1
410000	1
420000	1
430000	1
440000	1
450000	1
460000	1
470000	1
480000	1
490000	1
500000	1
510000	1
520000	1
530000	1
540000	1
550000	1
560000	1
570000	1
580000	1
590000	1
600000	1
610000	1
620000	1
630000	1
640000	1
650000	1
660000	1
670000	1
680000	1
690000	1
700000	1
710000	1
720000	1
730000	1
740000	1
750000	1
760000	1
770000	1
780000	1
790000	1
800000	1
810000	1
820000	1
830000	1
840000	1
850000	1
860000	1
870000	1
880000	1
890000	1
900000	1
910000	1
920000	1
930000	1
940000	1
950000	1
960000	1
970000	1
980000	1
990000	1
1000000	1
1010000	1
1020000	1
1030000	1
1040000	1
1050000	1
1060000	1
1070000	1
1080000	1
1090000	1
1100000	1
1110000	1
1120000	1
1130000	1
1140000	1
1150000	1
1160000	1
1170000	1
1180000	1
1190000	1
1200000	1
1210000	1
1220000	1
1230000	1
1240000	1
1250000	1
1260000	1
1270000	1
1280000	1
1290000	1
1300000	1
1310000	1
1320000	1
1330000	1
1340000	1
1350000	1
1360000	1
1370000	1
1380000	1
1390000	1
1400000	1
1410000	1
1420000	1
1430000	1
1440000	1
1450000	1
1460000	1
1470000	1
1480000	1
1490000	1
1500000	1
1510000	1
1520000	1
1530000	1
1540000	1
1550000	1
1560000	1
1570000	1
1580000	1
1590000	1
1600000	1
1610000	1
1620000	1
1630000	1
1640000	1
1650000	1
1660000	1
1670000	1
1680000	1
1690000	1
1700000	1
1710000	1
1720000	1
1730000	1
1740000	1
1750000	1
1760000	1
1770000	1
1780000	1
1790000	1
1800000	1
1810000	1
1820000	1
1830000	1
1840000	1
1850000	1
1860000	1
1870000	1
1880000	1
1890000	1
1900000	1
1910000	1
1920000	1
1930000	1
1940000	1
1950000	1
1960000	1
1970000	1
1980000	1
1990000	1
2000000	1
2010000	1
2020000	1
2030000	1
2040000	1
2050000	1
2060000	1
2070000	1
2080000	1
2090000	1
2100000	1
2110000	1
2120000	1
2130000	1
2140000	1
2150000	1
2160000	1
2170000	1
2180000	1
2190000	1
2200000	1
2210000	1
2220000	1
2230000	1
2240000	1
2250000	1
2260000	1
2270000	1
2280000	1
2290000	1
2300000	1
2310000	1
2320000	1
2330000	1
2340000	1
2350000	1
2360000	1
2370000	1
2380000	1
2390000	1
2400000	1
2410000	1
2420000	1
2430000	1
2440000	1
2450000	1
2460000	1
2470000	1
2480000	1
2490000	1
2500000	1
2510000	1
2520000	1
2530000	1
2540000	1
2550000	1
2560000	1
2570000	1
2580000	1
2590000	1
2600000	1
2610000	1
2620000	1
2630000	1
2640000	1
2650000	1
2660000	1
2670000	1
2680000	1
2690000	1
2700000	1
2710000	1
2720000	1
2730000	1
2740000	1
2750000	1
2760000	1
2770000	1
2780000	1
2790000	1
2800000	1
2810000	1
2820000	1
2830000	1
2840000	1
2850000	1
2860000	1
2870000	1
2880000	1
2890000	1
2900000	1
2910000	1
2920000	1
2930000	1
2940000	1
2950000	1
2960000	1
2970000	1
2980000	1
2990000	1
3000000	1
